"Incident ID",Year,Month,Day,"Country Code",Country,Region,District,City,UN,INGO,ICRC,"NRCS and IFRC",NNGO,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,Motive,"Actor type","Actor name",Details,Verified,Source
#event+id,#date+year,#date+month,#date+day,#country+code,#country+name+i_en,#adm1+name+i_en,#adm2+name+i_en,#adm3+name+i_en,#affected+UN,#affected+INGO,#affected+ICRC,#affected+IFRC,#affected+NGO,#affected+other,#affected+killed+national,#affected+injured+national,#affected+kidnapped+national,#affected+total+national,#affected+killed+international,#affected+injured+international,#affected+kidnapped+international,#affected+total+international,#affected+total+killed,#affected+total+injured,#affected+total+kidnapped,#affected+total,#affected+total+m,#affected+total+f,#affected+total+i,#event+means+i_en,#event+type+i_en,#loc+type+i_en,#geo+lat,#geo+lon,#x_event_motive,#group+type+i_en,#group+name+i_en,#description+i_en,,
2788,2019,10,14,SY,"Syrian Arab Republic",Ar-Raqqah,"Tell Abyad","Tell Abyad",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Unknown,36.6975,38.956667,Unknown,"Foreign or coalition forces","Turkish Armed Forces","One doctor for a Kurdish NGO was reportedly killed during a Turkish airstrike near the northern Syria border town of Tell Abyad.
",Yes,Media
2868,2019,10,14,TZ,Tanzania,Kigoma,Kasulu,Kasulu,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"Rape/sexual assault ",Raid,"Project site",-4.5766702,30.1025009,Incidental,Unaffiliated,"Not applicable","One national female INGO staff member was sexually assaulted by an unaffiliated male at a project site in Kasulu.",Yes,"Focal Point"
2784,2019,10,15,SS,"South Sudan",Lakes,Rumbek,"Rumbek-Cueibet road, Makakot in Abiriru Payam",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,7.00745,29.235558,Unknown,Unknown,Unknown,"One INGO national staff member was shot when the vehicle that he was traveling in along Rumbek-Cueibet road was ambushed by armed men. The INGO vehicle was stopped in Makakot in Abiriru Payam, Rumbek. Personal items were taken from the INGO vehicle.
",Yes,"Official Report"
2944,2019,10,20,SN,Senegal,Dakar,Dakar,Dakar,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",14.666667,-17.416667,Economic,Unknown,Unknown,"One INGO national staff member was stabbed by a criminal perpetrator until he handed over the keys to his motorcycle on a public street in Dakar.
",Yes,"Focal Point"
2792,2019,10,21,CF,"Central African Republic",Ouham,Batangafo,Batangafo,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,"Bodily assault",Raid,Office/compound,7.30841,18.30154,Unknown,Criminal,Unknown,"4 staff members of an INGO were assaulted during a robbery of the INGO base by a group of armed men in Batangafo. One security guard was stabbed, and all four received medical attention at a local hospital. Organization statements highlight repeated attacks in this area on their facilities in the last year.",Yes,"Official Report"
2911,2019,10,22,ET,Ethiopia,"Addis Ababa","Addis Ababa","Addis Ababa",0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,1,1,0,"Bodily assault","Individual attack","Public location",8.9806034,38.7577605,Economic,Criminal,Unknown,"Two female INGO international staff members walking back to their hotel from an event in Addis Ababa were attacked by four unknown criminal men and strangled until they were unconcious, where they were then robbed. Once the staff members gained consciousness they walked back to the hotel and reported the incident.",Yes,"Focal Point"
2861,2019,10,23,AF,Afghanistan,Badakhshan,"Shahr-e Buzurg","Aspakha village",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,1,0,Kidnapping,Raid,"Project site",37.414099,70.1932084,Economic,"Non-state armed group: Subnational","The Islamic Emirate of Afghanistan","Two INGO national staff, one female and one male, were kidnapped along with two civilians (rental car driver and staff's husband) at a project site in Aspakha village, Shahr-e-Buzurg district. Focal point reports indicate the kidnappers belong to the NSAG The Islamic Emirate of Afghanistan and requested ransom from one of the family members. Both staff were released unharmed after 36 hours.",Yes,"Focal Point"
2807,2019,10,24,AF,Afghanistan,Ghowr,Chaghcharan,"Shahr-e- Naw village, Yarfolad Area",0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,Shooting,Raid,"Project site",34.5742,64.9436,Political,"Non-state armed group: National",Taliban,"One female health worker for a national NGO was killed by Taliban militants in Shahr-e- Naw village, Yarfolad Area, of Chaghcharan district, Ghor at 2:00pm. One other female staff member was wounded, and taken to the provincial hospital of Chaghcharan where she succumbed to her injuries.",Yes,"Focal Point"
2805,2019,10,25,PS,"Occupied Palestinian Territories","Gaza Strip",Gaza,"North Gaza",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Combat/Crossfire,"Public location",31.563704,34.529523,Disputed,"Host state","Israel Defense Forces (IDF)","One male volunteer paramedic with the Palestinian Red Crescent was injured after a reported direct blow of a tear gas canister to his right leg during Friday demonstrations in the North Gaza District.",Yes,Media
2791,2019,10,26,CF,"Central African Republic",Mbomou,Rafai,Barawa-Dembia,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,Kidnapping,Ambush,Road,4.937858,23.810462,Unknown,"Non-state armed group: National","Unite pour la paix en Centrafrique (UPC)","4 national NGO staff members were reportedly abducted by perpetrators from the non-state armed group Unite pour la paix en Centrafrique (UPC). The NGO team was transporting medical supplies from Bangassou to Djema, when they were ambushed near Barawa-Dembia, 165 km northwest of Rafai. The armed perpetrators also looted and burned the NGO vehicles.",Yes,"Official Report"
2786,2019,10,27,SS,"South Sudan","Central Equatoria","Morobo ",Isebi,5,0,0,0,0,0,3,2,0,5,0,0,0,0,3,2,0,5,3,2,0,Shooting,Combat/Crossfire,"Project site",3.685336,30.775124,Incidental,"Non-state armed group: Subnational","National Salvation Front","Three volunteers, two male and one female, were killed in a crossfire incident during clashes between armed groups in Morobo County. The volunteers were working in Ebola screening points, tracking the spread of the disease. Two volunteers were also injured and one of them is recovering from gunshot wounds. A female volunteer was abducted during the attack. Later media reports indicate she died from her injuries.
",Yes,"Official Report"
3014,2019,10,31,SY,"Syrian Arab Republic",Idlib,Jisr-Ash-Shugur,Darkoush,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Other Explosives",Combat/Crossfire,"Public location",35.9925,36.393056,Unknown,Unknown,Unknown,"One male NGO staff member was killed when an unknown explosive detonated, while he was attempting to put out a fire at a warehouse in Darkoush.
",Yes,"Focal Point"
2818,2019,10,31,SY,"Syrian Arab Republic",Idlib,Jisr-Ash-Shugur,Darkoush,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",35.9925,36.393056,Unknown,Unknown,Unknown,"One male NGO volunteer was killed while inspecting repeated explosions in the city of Darkoush, Idlib.",Yes,Media
2850,2019,11,,CM,Cameroon,Northwest,Momo,Guzan,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,1,1,0,Kidnapping,"Individual attack","Project site","5.8351175	",9.8878507,Economic,Unknown,Unknown,"One female and one male NGO staff member were kidnapped in Guzan, 15 km from the town of Batibo while distributing food (coordinates for Batibo). They were held for 1.5 days and released after being financially extorted.",Yes,"Focal Point"
2899,2019,11,1,KE,Kenya,Nairobi,Nairobi,Nairobi,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,-1.2920659,36.8219462,Economic,Unaffiliated,"Not applicable","One male national INGO staff member was wounded after being ambushed and robbed on the road in Nairobi by civilians.",Yes,"Focal Point"
2793,2019,11,1,SS,"South Sudan",Unity,Rubkona,Bentiu,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,9.247049,29.795661,Unknown,Unknown,Unknown,"Two male NGO contractors assigned with building a fence for a school were traveling by foot from Bentiu PoC to Bentiu town when they went missing. Reports indicate kidnapping is suspected, and nothing further about their whereabouts or the perpetrators is unknown at this time.",Yes,"Official Report"
2789,2019,11,3,SY,"Syrian Arab Republic",Al-Hasakah,"Tel Tamir",Rashidiyya,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,2,0,0,Shelling,Combat/Crossfire,"Project site",36.6606,40.3714,Disputed,"Foreign or coalition forces","Turkish Armed Forces and Free Syrian Army","An INGO medical team was caught in a reported mortar attack by Turkish Armed Forces and the Free Syrian Army at a project site in the north-eastern town of Rashidiyya where they were providing medical aid. In the attack, one international staff member was killed after shrapnel hit his head and another international staff was wounded.",Yes,Media
2795,2019,11,3,CD,"DR Congo",Ituri,Mambasa,Lwemba,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault","Individual attack",Road,0.651669,29.388876,Political,Unknown,Unknown,"One Ebola community outreach volunteer was stabbed to death in front of his home in Lwemba in Mambasa Territory, Ituri Province. Reports outline the volunteers wife was also injured by the group of unknown perpetrators before they burned down their house. This attack comes as a new Ebola vaccine was set to be released in the area. The incident is categorized as 'other' staff due to likely World Bank funding.",Yes,"Official Report"
2943,2019,11,4,MW,Malawi,Central,Lilongwe,Lilongwe,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Raid,Home,-13.983333,33.783333,Economic,Unknown,Unknown,"One INGO national staff guard was injured after armed perpetrators cut the fence surrounding a residence at 1:50am, handcuffed and beat the guard, but soon fled when the security company was alerted.",Yes,"Focal Point"
3020,2019,11,4,SY,"Syrian Arab Republic",Idlib,Jisr-Ash-Shugur,Jisr-Ash-Shugur,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shelling,Combat/Crossfire,"Public location",35.814167,36.32,Political,"Host state","Syrian Armed Forces","Two NGO staff members were injured after being hit with shelling in Jisr-Ash-Shugur.",Yes,"Focal Point"
3017,2019,11,6,SY,"Syrian Arab Republic",Aleppo,Atareb,Sahara,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",36.1,36.5,Unknown,"Foreign or coalition forces","Russian Syrian Military Coalition","Two male NGO staff members were injured during Russian Coalition airstrikes in Sahara.",Yes,"Focal Point"
2817,2019,11,7,SY,"Syrian Arab Republic",Idlib,Jisr-Ash-Shugur,"Marj Akhdar",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",35.861961,36.372986,Political,"Host state","Syrian Armed Forces","One male NGO volunteer was wounded along with his family during air raids in Marj Akhdar town in Idlib.",Yes,Media
2910,2019,11,10,YE,Yemen,Hajjah,Abs,Abs,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,"Bodily assault",Raid,"Project site",16.001944,43.196111,Political,"Police or paramilitary","National Council of Abs District Officer","Three female INGO staff members were injured when an armed district officer entered a project site with a gun and physically assaulted the women. Reports indicate the staff members were handing out vouchers at a women's only event when one woman was refused a voucher due to documentation issues. An hour later the women returned with a group of men, including a officer of the district where they assaulted the women.
",Yes,"Focal Point"
2808,2019,11,11,CM,Cameroon,Northwest,"Donga Mantung","20km from the town of Nkambe",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,"Individual attack","Project site",6.68506,10.81517,Political,Unknown,Unknown,"One male aid worker of a national NGO was kidnapped by unknown armed men in Donga Mantung Division of the Northwest Region, while completing a needs assessment for the community. Official statements indicate the staff member was subsequently killed by his kidnappers.",Yes,"Official Report"
2903,2019,11,12,SY,"Syrian Arab Republic",Damascus,Damascus,Damascus,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Home,33.5102005,36.2912788,Disputed,"Foreign or coalition forces","Russian Syrian Military Coalition","One male national INGO staff member was wounded when an airstrike hit his home in Damascus.",Yes,"Focal Point"
2994,2019,11,12,EC,Ecuador,Cotopaxi,"Canton Pangua",Moraspungo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",-1.17358,-79.2218,Economic,Unknown,Unknown,"One male INGO staff member stopped his motorcycle on Guapara Road, in Moraspungo Parish, and was attacked by unknown perpetrators, hit on the head with a blunt object, and robbed.",Yes,"Focal Point"
3021,2019,11,12,SY,"Syrian Arab Republic",Idlib,"Maarrat Al-Numan","Maar Tahroma",0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,Shelling,Combat/Crossfire,"Public location",35.549167,36.540833,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","Three NGO staff members were injured during shelling in Maar Tahroma.",Yes,"Focal Point"
2794,2019,11,12,SY,"Syrian Arab Republic",Damascus,,"Western Mazzeh",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",33.503056,36.258333,Incidental,"Host state","Isreali Defence Forces (IDF)","An Israeli military missile aimed at the house of a prominent Palestinian Jihad Movement leader, killed the son of the leader and injured 9 civilians, including one national UN staff member. Reports indicate the airstrike targeted the house in Western Mazzeh, a suburb of Damascus, just 500 meters from UN offices. The injured staff member was taken to Mwasat Hospital for treatment of non-life threatening injuries.",Yes,"Official Report"
2816,2019,11,12,SY,"Syrian Arab Republic",Idlib,"Maarrat Al-Numan","Maar Tahroma",0,0,0,0,6,0,1,5,0,6,0,0,0,0,1,5,0,6,6,0,0,Shelling,Combat/Crossfire,"Project site",35.933333,36.633333,Political,"Host state","Syrian Armed Forces","5 male NGO volunteers were injured, and 1 killed by heavy regime artillery shelling in IMaar Tahroma, Idlib. Reports indicate as the 6 member team were carrying out search and rescue operations, they were deliberately targeted by the heavy regime artillery shelling.",Yes,Media
2942,2019,11,15,MW,Malawi,Central,Lilongwe,Lilongwe,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"Bodily assault",Raid,Home,-13.983333,33.783333,Unknown,Unknown,Unknown,"Two INGO guards were assaulted and injured after unknown perpetrators attempted to enter the house but fled after a shot was fired.",Yes,"Focal Point"
2995,2019,11,15,KH,Cambodia,"Kampong Speu","Samrong Tong","Trapaing Trav",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,11.4475101,104.6114551,Unknown,Unknown,Unknown,"One male INGO staff member was injured after riding his motorbike in the area of Ang Sra Nge Primary School, when he struck a thin wire tied across the road. He received treatment at the local clinic.",Yes,"Focal Point"
2996,2019,11,17,PG,"Papua New Guinea","National Capital","National Capital","Port Moresby, Boroko",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",-9.469444,147.199722,Economic,Unknown,Unknown,"One male INGO staff member was robbed and stabbed with a screw driver multiple times outside a fast food chain in the Boroko suburb of Port Moresby.",Yes,"Focal Point"
2815,2019,11,17,SY,"Syrian Arab Republic",Idlib,Saraqib,Saraqib,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Aerial bombardment",Unknown,"Public location",35.933333,36.633333,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","One male NGO volunteer was injured in the city of Saraqib, Idlib, while working with service provision.
",Yes,Media
2870,2019,11,19,SY,"Syrian Arab Republic",Ar-Raqqah,,"Tell Abyad",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Detention,Custody,36.6975,38.956667,Unknown,"Police or paramilitary",Police,"One male national INGO staff member received injuries after being assaulting while in local police custody in Tell Abyad.
",Yes,"Focal Point"
2797,2019,11,21,SS,"South Sudan",Jonglei,"Duk Pagaak",Khoat,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,4,0,Kidnapping,Ambush,Unknown,9.0932947,28.4275791,Unknown,"Non-state armed group: Unknown","Not applicable","Four women, part of a larger group of 33 INGO volunteers, were reportedly kidnapped by a group of 6 armed men who attacked the group of volunteers working for an INGO in Khoat. The rest of the 29 volunteers returned to Khoat, and the whereabouts of the 4 women and details on the allegedly Murle armed group are currently unknown.",Yes,"Official Report"
2798,2019,11,22,CD,"DR Congo","South Kivu",Uvira,Uvira,0,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,1,0,5,Kidnapping,Raid,Office/compound,-3.404897,29.136817,Unknown,"Non-state armed group: Unknown","Not applicable","6 INGO staff members, including a driver and the director, were kidnapped during a raid by armed men on the organization Uvira Office on the RN5 Road in Uvira Territory. After negotiations with the armed group, four staff members were reportedly released on November 23. The remaining 2 are still being held, no further information is available at this time.",Yes,"Official Report"
2796,2019,11,24,AF,Afghanistan,Kabul,Kabul,Kabul,3,0,0,0,0,0,0,1,0,1,1,1,0,2,1,2,0,3,2,0,1,"Vehicle-born IED","Individual attack",Road,34.525278,69.178333,Political,"Non-state armed group: Unknown","Not applicable","One male international UN staff member was killed when a magnetic IED was reportedly placed on the rear roof of the UN vehicle during a taffic stop in the city of Kabul, in the area of 4th Macrorayan Main Road between Airport Road and Jalalabad Road. Another international staff and the driver sitting in the front seat were injured and taken for medical treatment, and three nearby civilians were wounded in the attack. Although no group has taken responsibility, similar recent attacks on aid workers and organisations in Afghanistan point to NSAGs with a political motive.",Yes,"Official Report"
2799,2019,11,26,SS,"South Sudan",Unity,Rubkona,Bentiu,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,2,1,0,1,"Bodily assault","Individual attack","Project site",9.25436,29.79739,Incidental,Unaffiliated,"Family member","One NGO and one INGO staff members were stabbed at 18:00 by a relative in a reported family dispute in the Bentiu PoC site. Official reports indicate there was a dowry dispute, and both staff members are receiving medical attention and in stable condition.",Yes,"Official Report"
2814,2019,11,27,SY,"Syrian Arab Republic",Idlib,Jisr-Ash-Shugur,Bakfla,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,Shelling,Combat/Crossfire,"Project site",35.933333,36.633333,Political,"Host state","Syrian Armed Forces","Four male NGO staff members were injured after being hit with a regime cluster bomb, while attempting to assist civilians in Bakfla village after being hit with shelling.",Yes,Media
2876,2019,11,27,MM,Myanmar,Rakhine,,Rathedaung,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",20.483333,92.75,Unknown,Unaffiliated,"Not applicable","One male national INGO staff member was physically assaulted for unknown reasons in a public location by an angry construction worker in the Rathedaung area.",Yes,"Focal Point"
2800,2019,11,28,CD,"DR Congo",Ituri,Biakato,"35km west of Mangina",4,0,0,0,0,0,3,1,0,4,0,0,0,0,3,1,0,4,2,0,2,Shooting,Raid,Office/compound,0.570679,29.324529,Political,"Non-state armed group: Subnational","Mai Mai Militia","Three aid workers were killed, and one seriously injured, in a raid by reported Mai Mai militants on the UN compound approximately 35km W of Mangina and 65km W of Beni. Armed perpetrators entered the compound and starting shooting indiscriminately injuring 5 others. Official reports described the attack as ""unmistakably a directed attack at the [Ebola] response."" The staff members are categorized here as other due to likely world bank funding.",Yes,"Official Report"
2804,2019,11,30,SS,"South Sudan",Lakes,Rumbek,Boui,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,"Bodily assault",Ambush,Road,6.806,29.676,Unknown,Unaffiliated,Youths,"One INGO international staff member received an injury to their leg after their group of 3 INGO staff members on 2 motorbikes was ambushed by a group of unknown armed youth. The INGO group was travelling near Langchok and Boui village, 20km north of Rumbek, and managed to escape to Rumbek to alert authorities and have the wound treated.",Yes,"Official Report"
2851,2019,12,,CM,Cameroon,Northwest,Mezam,Bamenda,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,5.9597001,10.1459703,Economic,Unknown,Unknown,"One male NGO staff member was kidnapped in Bamenda town, Mezam division on his way home from the office. He was held for 2 nights and released after being financially extorted.",Yes,"Focal Point"
2801,2019,12,1,SS,"South Sudan","Upper Nile",Maban,Bunj,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"Rape/sexual assault ",Raid,Office/compound,"9.9453569	",33.8090262,Unknown,Unaffiliated,"Not applicable","Two national female staff members of an NGO in Bunj, North Kivu, were sexually assaulted by a group of unknown heavily armed perpetrators in military uniforms. At 00:00 the armed group entered the INGO compound by overpowering three guards, robbed the office and forced staff members to lay down in the common area while the assault occurred. At 13:30 14 INGO staff members including the assault victims, were relocated to Juba by plane. Official reports indicate initial investigations point to two possible ex-casual employees as suspected perpetrators.
",Yes,"Official Report"
2977,2019,12,3,SS,"South Sudan","Central Equatoria",Juba,Juba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",4.8516502,31.5824699,Economic,Criminal,Unknown,"One male INGO national staff member was physically assaulted and robbed while shopping in Juba.",Yes,"Focal Point"
2809,2019,12,3,BD,Bangladesh,Rajshahi,Naogaon,Krishnapur,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault",Raid,Home,24.9,88.75,Economic,Unknown,Unknown,"One male national INGO staff member was stabbed to death in a suspected burglary of his home in Krishnapur village in Manda upazila of Naogaon, Rajshahi Division. Media reports indicate the staff member's body was discovered at 5:00pm, and his residence was damaged with money, a camera, and a computer missing.",Pending,Media
2802,2019,12,4,AF,Afghanistan,Nangarhar,Jalalabad,Jalalabad,0,5,0,0,0,0,4,0,0,4,1,0,0,1,5,0,0,5,5,0,0,Shooting,Ambush,Road,34.434167,70.447778,Political,"Non-state armed group: Unknown","Not applicable","4 male INGO staff members including the driver and 3 body guards, were killed immediately when their vehicle was attacked by perpetrators with small arms in Jalalabad City, Chashma-e-Khanji area, at 08:10. The head of the INGO was also in the vehicle and was critically wounded; he later died in hospital. A civilian who was also in the vehicle was killed (not counted here). Although no group has taken responsibility, reports indicate the presence of the Islamic State and the Taliban in the area makes NSAG perpetrators likely.",Yes,"Official Report"
2997,2019,12,8,ET,Ethiopia,Oromia,Nejo,"Kutala Haro Kebele",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Home,9.5,35.5,Unknown,"Non-state armed group: Unknown","Not applicable","One INGO staff member was shot and killed in his home when local an unknown NSAG began firing in his community.
",Yes,"Focal Point"
2886,2019,12,12,UG,Uganda,Northern,,Yumbe,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Raid,Office/compound,3.4698023,31.2483291,Economic,Unknown,Unknown,"One male national INGO staff member was assaulted and wounded during a raid by unknown perpetrators of their INGO compound in Yumbe, Northern Uganda.",Yes,"Focal Point"
2803,2019,12,12,NG,Nigeria,Borno,Maiduguri,"Maiduguri-Damaturu road",0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Ambush,Road,11.806037,12.517494,Unknown,"Non-state armed group: Regional","Islamic State in West Africa (ISWA)","2 Red Cross staff members were reportedly kidnapped by members of the Islamic State in West Africa (ISWA) along the Maiduguri-Damaturu road. The armed group had barricaded the road and was stopping cars, where they abducted the 2 aid workers, 6 off duty soldiers, and 8 civilians. Official reports indicate the armed group claimed responsibility for the incident on social media. Further information about the whereabouts of the RC staff is currently unknown.",Yes,"Official Report"
2810,2019,12,12,SS,"South Sudan",Jonglei,Bor,Bor,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault","Individual attack",Road,6.22,31.55,Unknown,Unknown,Unknown,"One INGO national staff member was assaulted near John Garang University in Bor. The attack occurred at 16:30LT, and official reports list the perpetrators and motive as unknown. The staff member sustained a deep wound and was treated at the UNMISS Level II Clinic.
",Yes,"Official Report"
2812,2019,12,13,SY,"Syrian Arab Republic",Hama,,Qastoun,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,"Other Explosives","Individual attack",Office/compound,35.41,36.22,Political,Unknown,Unknown,"3 male national staff members of a Syrian NGO were reportedly killed when unknown explosives detonated inside their centre in Qastoun, Hama.",Yes,Media
2869,2019,12,16,ML,Mali,Mopti,Youwarou,Youwarou,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,0,0,Kidnapping,Raid,"Project site",15.3683996,-4.2628002,Political,"Non-state armed group: Unknown","Not applicable","Four male national INGO staff members were kidnapped when unknown radical militants raided their project site in Youwarou.",Yes,"Focal Point"
2998,2019,12,21,SY,"Syrian Arab Republic",Idlib,Idlib,Saraqib,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Unknown,35.8614715,36.7981073,Disputed,"Foreign or coalition forces","Russian Syrian Military Coalition","One male INGO staff member was injured after hit by shrapnel caused by an airstrike on Saraqib city.
",Yes,"Focal Point"
2912,2019,12,22,SO,Somalia,"Mudug ",Goldogab,Saaxo,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,6.7701456,46.7913915,Unknown,Unknown,Unknown,"One INGO national driver was shot and killed when his INGO vehicle was ambushed on his way to a project site in Saaxo.",Yes,"Focal Point"
2821,2019,12,22,NG,Nigeria,Borno,Monguno,"Monguno-Maiduguri road",0,10,0,0,0,0,4,0,6,10,0,0,0,0,4,0,6,10,4,2,4,Kidnapping,Ambush,Road,12.391055,13.153456,Unknown,"Non-state armed group: Regional","Islamic State in West Africa (ISWA)","Two female national staff members and four male staff members of an INGO were kidnapped after their convoy was ambushed by Boko Haram militants on the road between Monguno and Maiduguri in Borno. Four other staff members in the convoy were reportedly killed. Three kidnapped staff members were released on January 15, 2020.",Yes,Media
2811,2019,12,24,CF,"Central African Republic",Bangui,Bangui,Bangui,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,"Mob violence",Unknown,4.373333,18.562778,Incidental,Criminal,"You le Geant","One Red Cross national staff was killed during exchange of fire between criminal gangs and traders in Bangui. Reportedly the clashes began on December 24 when a member of the You le Geant criminal gang and a trader exchanged fire, then a gang member was killed. Media reports indicate as of December 27 over 30 individuals have been killed in the violent clashes.
",Yes,"Official Report"
2907,2019,12,25,AF,Afghanistan,Paktia,Zurmat,"Hazarkhil village, Sarkai area",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,33.4377785,69.0277405,Political,"Non-state armed group: Unknown","Not applicable","One INGO contracted truck carrying blankets to the Urgon and Barmal Districts in Paktia was kidnapped by unknown non government actors in the early hours of December 25 near Hazarkhil village, Sarkai area. After intervention of the INGO and elders in the area, the truck and driver were released unharmed the afternoon of the following day.",Yes,"Focal Point"
2825,2019,12,27,CD,"DR Congo","South Kivu",Fizi,Baraka,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,-4.104123,29.094035,Economic,"Non-state armed group: Subnational",Unknown,"One UN international staff member was kidnapped along with 2 other private security guards (not counted here) in Baraka, South Kivu. Media reports indicate the armed perpetrators, part of a South Kivu militia, requested ransom for their release. All three individuals were released on December 30, 2019.
",Yes,ACLED
